University Admission year,Do you have meritorious scholarship ?,Do you use University transportation?,What is your preferable learning mode?,Do you have personal Computer?,Do you have any health issues?,Are you engaged with any co-curriculum activities?,How many hour do you study daily?,How many hour do you spent daily in social media?,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What was your previous SGPA?,Do you have any physical disabilities?,How many Credit did you have completed?,What is your monthly family income?,What is your current CGPA?
2022,1,1,0,1,1,0,1,2,2,0,0,0,3.15,0,11,35000,3.15
2022,1,0,0,1,1,1,5,3,55,0,0,1,3.6,0,14,10000,3.6
2021,1,0,0,1,1,0,3,1,55,0,0,1,3.75,0,24,50000,3.7
2021,0,0,1,1,1,1,1,3,55,0,0,0,3.85,0,34,40000,3.92
2021,1,1,0,1,1,0,3,2,55,0,0,0,2.68,0,23,100000,2.68
2021,1,0,1,1,1,0,3,1,65,0,0,1,3.18,0,11,62488,3.18
2019,1,0,0,1,1,0,2,1,55,0,0,1,3.39,0,128,5000,3.4
2021,0,0,1,1,2,0,4,4,2,0,0,1,2.98,0,25,60000,3.38
2021,0,0,0,1,1,0,9,3,63,1,0,0,3.7,0,23,50000,3.15
2018,0,1,0,1,1,0,1,2,45,1,0,1,3.25,0,130,40000,2.95
2021,0,1,1,1,1,0,2,3,50,0,0,0,3.03,0,25,30000,3.21
2021,0,0,0,1,1,0,2,3,61,0,0,0,3.1,0,48,50000,3.18
2022,1,1,0,1,1,0,2,3,64,0,0,1,3.7,0,12,120000,3.7
2022,1,1,0,1,1,1,9,6,36,1,0,1,4.0,0,12,30000,4.0
2021,1,1,0,1,1,1,1,2,50,0,0,1,3.18,0,23,62488,3.45
2021,1,1,0,1,1,0,2,3,2,0,0,1,3.61,0,25,40000,3.74
2021,1,0,1,1,1,0,2,0,36,0,0,0,3.01,0,23,70000,3.22
2021,0,1,0,1,2,0,2,5,45,0,0,0,3.26,0,23,40000,3.36
2016,1,0,0,1,1,1,1,2,2,0,0,0,3.6,0,130,300000,3.72
2021,0,0,0,1,2,0,2,5,2,0,0,0,3.12,0,23,50000,3.01
2022,1,0,0,1,1,1,4,2,2,0,0,1,3.93,0,11,50000,3.93
2021,1,0,1,1,1,1,5,6,61,1,0,0,3.0,0,23,150000,3.55
2019,0,0,1,1,1,1,1,3,36,1,0,1,1.61,0,40,25000,2.44
2020,1,1,1,1,1,0,1,3,45,0,0,0,2.79,0,50,40000,3.15
2021,0,0,0,0,1,0,2,3,64,0,0,0,3.83,0,25,40000,3.4
2018,1,1,1,1,1,0,3,2,2,0,0,1,3.58,0,130,62488,3.27
2021,1,1,0,1,1,0,3,4,2,0,0,1,3.39,0,25,70000,3.19
2021,1,0,0,1,1,0,3,2,2,0,0,0,3.38,0,23,25000,3.37
2021,1,0,0,1,2,0,3,1,2,0,0,1,3.03,0,23,30000,3.15
2022,0,0,0,1,1,1,3,1,2,0,0,1,0.0,0,0,40000,0.0
2021,1,1,0,1,1,1,1,1,61,0,0,1,3.65,0,30,40000,3.7
2019,0,1,0,1,2,0,3,2,45,0,0,1,3.18,0,90,30000,2.69
2022,1,1,0,1,1,1,3,2,2,0,0,1,3.78,0,90,30000,3.15
2020,1,1,0,1,1,1,1,4,36,0,0,0,2.56,0,90,30000,3.38
2021,1,0,0,1,2,0,2,12,55,0,0,0,2.94,0,24,45000,3.1
2021,0,0,0,1,1,0,3,4,42,1,0,1,2.36,0,23,80000,2.88
2022,1,0,1,0,1,0,3,5,2,0,0,1,3.8,0,11,30000,3.8
2021,1,0,0,1,1,0,0,15,45,1,0,0,1.53,0,23,30000,2.43
2020,0,1,1,1,1,0,2,5,45,0,0,1,3.0,0,90,35000,2.91
2021,0,1,0,0,1,1,2,5,45,0,0,1,2.32,0,23,40000,2.66
2022,1,1,1,1,2,0,6,4,55,1,0,1,0.0,1,11,62488,0.0
2021,1,0,0,1,2,1,3,12,20,0,0,1,3.37,0,23,62488,3.15
2021,1,0,0,1,2,1,2,3,2,0,0,1,2.89,0,24,50000,3.37
2021,1,1,0,1,1,0,2,2,55,0,0,0,3.17,0,24,40000,3.15
2021,1,1,0,1,2,0,2,5,2,1,0,0,2.26,0,20,35000,2.31
2022,1,0,0,1,1,0,5,2,65,0,0,0,3.65,0,12,35000,3.65
2021,1,1,0,1,1,0,2,1,62,0,0,1,3.03,0,25,49000,3.02
2020,1,1,0,1,2,0,2,4,45,0,0,1,3.93,0,53,15000,3.44
2019,0,1,0,1,1,1,4,2,45,0,0,1,3.0,0,105,2000000,3.09
2022,1,1,0,1,1,0,2,3,64,0,0,1,0.0,0,0,62488,0.0
2022,1,1,0,1,1,1,8,2,53,0,0,1,3.45,0,11,30000,3.45
2021,1,1,0,1,1,0,3,1,2,0,0,1,2.94,0,23,62488,3.03
2021,1,1,0,1,1,1,8,1,2,0,0,0,3.93,0,25,50000,3.95
2021,1,1,1,1,2,1,1,2,50,0,0,0,3.86,0,24,50000,3.84
2022,0,1,0,1,1,0,4,2,2,1,0,0,2.93,0,26,30000,2.84
2021,1,0,1,1,1,0,5,1,45,0,0,1,3.06,0,36,7000,3.08
2022,1,1,0,1,1,0,2,7,2,0,0,1,0.0,0,0,50000,0.0
2020,1,1,0,1,1,0,0,3,2,0,0,1,3.92,0,60,50000,3.94
2021,0,1,0,1,1,1,2,2,64,0,0,0,3.17,0,25,30000,3.53
2022,1,1,0,1,1,0,1,3,61,0,0,0,3.63,0,11,35000,3.63
2021,1,0,0,1,1,0,8,2,64,0,0,1,3.98,0,23,20000,3.86
2021,0,1,0,0,1,1,6,2,63,1,0,1,3.39,0,20,40000,2.8
2021,1,0,1,0,2,0,2,3,55,0,0,0,3.68,0,11,40000,3.68
2022,1,0,0,1,1,1,5,4,55,1,0,1,3.83,0,11,20000,3.83
2020,0,0,0,1,1,0,3,4,2,0,0,1,3.64,0,87,50000,3.74
2021,1,1,0,1,1,0,2,1,2,0,0,1,2.96,0,25,25000,3.38
2020,0,1,0,1,1,1,3,1,2,1,0,1,2.25,0,60,20000,3.15
2020,1,0,0,1,2,1,5,2,2,0,0,0,3.8,0,11,20000,3.8
2021,1,1,1,1,1,0,1,5,55,0,0,1,3.49,0,23,30000,3.5
2021,1,1,0,1,1,0,2,2,28,0,0,0,2.11,0,26,50000,3.0
2021,1,0,0,1,1,0,3,3,65,1,1,1,3.42,0,11,20000,3.42
2020,1,0,0,1,2,1,5,6,65,0,0,1,3.96,0,76,12500,3.93
2018,0,1,0,1,1,0,7,2,55,1,0,1,2.86,0,125,15000,3.26
2022,0,0,0,0,1,0,5,4,28,1,0,1,0.5,0,11,5000,0.5
2022,0,0,0,1,1,0,5,3,64,0,0,1,3.5,0,0,20000,3.5
2022,1,0,0,1,1,0,1,2,55,0,0,0,2.52,0,12,50000,2.52
2021,0,1,0,1,1,0,4,2,64,0,0,0,3.72,0,25,60000,3.71
2019,1,0,1,1,1,1,5,2,61,0,0,1,2.8,0,120,68000,3.35
2020,1,0,0,1,1,0,3,2,65,0,0,1,3.98,0,58,40000,3.99
2021,0,0,0,1,2,0,4,3,2,0,0,0,3.68,0,24,40000,3.61
2021,1,0,0,1,2,0,1,5,55,0,0,0,3.03,0,25,50000,2.94
2019,0,0,0,1,2,0,3,4,61,0,0,1,3.34,0,120,40000,3.18
2021,1,1,0,1,1,1,8,2,2,0,0,1,3.39,0,12,50000,3.39
2019,0,1,0,1,1,0,3,3,62,0,0,1,3.78,0,141,18000,3.55
2019,0,1,0,1,1,0,2,8,2,1,0,1,1.05,0,42,62488,2.97
2021,0,0,0,1,1,0,2,4,50,1,0,0,2.06,0,23,25000,2.2
2022,1,0,0,1,1,0,3,3,61,0,0,0,3.67,0,11,45000,3.67
2021,0,1,0,1,1,1,5,3,2,0,0,0,3.78,0,11,40000,3.78
2020,1,0,1,1,2,1,1,1,40,1,0,0,1.63,0,79,60000,2.61
2021,1,0,0,1,1,1,2,6,36,0,0,1,3.17,0,22,40000,3.39
2021,0,1,0,1,2,0,2,2,2,0,0,0,3.82,0,23,100000,3.91
2022,0,0,0,0,1,0,2,4,2,0,0,1,2.55,0,11,40000,2.55
2021,1,1,1,1,1,0,2,2,57,0,0,1,3.79,0,23,35000,3.89
2022,1,0,0,0,1,1,2,3,65,0,0,0,4.0,0,10,20000,4.0
2019,0,1,0,1,1,0,3,2,50,0,0,1,3.76,0,120,33000,3.62
2020,1,0,0,1,2,1,5,4,2,0,0,1,3.74,0,88,15000,3.91
2022,1,0,0,1,1,1,1,2,64,0,0,1,0.0,0,0,20000,0.0
2022,1,1,0,1,1,1,2,1,65,1,0,1,3.15,0,13,20000,3.15
2021,1,0,0,1,1,0,2,4,2,0,0,0,3.38,0,23,50000,3.2
2020,0,0,0,0,1,0,5,3,55,0,0,1,3.98,0,58,70000,3.97
2022,1,0,1,1,2,1,2,1,61,1,0,1,2.1,0,14,25000,2.1
2020,1,0,0,1,1,1,3,5,45,1,0,0,2.72,0,62,60000,2.25
2021,1,1,0,1,2,0,3,3,64,0,0,1,3.3,1,23,50000,3.39
2021,1,0,0,1,1,0,4,2,2,0,0,1,4.0,0,23,30000,3.72
2022,0,0,0,1,1,0,2,3,55,0,1,1,3.1,0,12,20000,3.1
2021,1,0,0,1,1,0,1,3,55,1,0,1,2.56,0,23,35000,2.01
2020,1,1,0,1,2,1,2,12,45,0,0,0,3.21,0,12,30000,3.21
2022,1,1,0,1,1,0,6,2,61,0,0,0,0.0,0,0,70000,0.0
2022,0,0,0,0,2,1,4,3,40,1,0,1,3.38,0,14,15000,3.38
2022,1,0,0,0,1,0,3,2,57,0,0,0,3.15,0,11,50000,3.15
2022,0,0,0,1,1,1,1,4,61,1,0,1,3.9,0,11,30000,3.9
2022,1,1,0,1,1,0,2,1,64,0,0,1,3.95,0,12,50000,3.95
2022,1,1,0,1,1,0,3,3,2,0,0,0,3.03,0,12,90000,3.03
2018,0,1,0,1,2,1,7,5,28,1,0,0,2.59,0,133,28000,2.56
2022,1,0,0,0,1,1,3,2,2,0,0,1,0.0,0,0,30000,0.0
2021,1,1,0,1,1,0,5,4,65,0,0,1,3.45,0,25,25000,3.295
2022,0,1,0,0,1,1,1,4,50,0,0,0,3.6,0,11,40000,3.6
2022,0,0,1,1,1,1,6,1,64,1,0,1,3.53,0,11,40000,3.53
2020,1,0,0,1,1,1,3,2,65,0,0,1,3.86,0,90,50000,3.69
2022,0,1,0,1,1,1,3,4,2,0,0,1,3.48,0,11,25000,2.4
2021,0,0,1,1,1,0,2,1,64,0,0,0,3.7,0,54,62488,3.77
2022,0,1,0,1,1,0,3,1,2,0,0,1,3.84,0,11,50000,3.84
2020,0,1,0,1,1,0,6,2,2,0,0,1,3.4,0,85,60000,3.29
2022,0,0,0,1,1,0,4,2,55,0,0,0,3.43,0,14,24000,3.43
2021,1,0,0,0,1,1,4,2,2,0,0,1,3.7,0,11,30000,3.7
2020,0,1,0,1,1,0,4,4,50,0,0,1,3.02,0,70,20000,3.2
2021,0,1,0,1,1,0,2,3,55,0,0,0,3.48,0,23,20000,2.98
2022,1,0,0,1,1,1,3,2,55,0,0,1,3.53,0,13,40000,3.53
2020,1,1,0,1,1,0,4,2,55,0,0,0,3.06,0,87,30000,3.41
2021,0,0,0,1,1,0,2,3,2,1,0,1,3.9,0,11,20000,3.9
2022,0,0,0,0,2,0,2,4,61,0,0,1,0.0,0,0,50000,0.0
2019,0,1,0,1,1,1,3,1,65,0,0,0,3.19,0,101,40000,3.37
2022,0,0,1,1,2,1,4,2,61,1,0,1,0.13125,0,11,30000,0.13125
2022,1,0,0,1,2,0,4,2,64,0,0,0,3.05,0,11,20000,3.05
2022,0,1,0,1,1,1,3,1,65,0,0,1,4.0,0,11,80000,4.0
2021,1,0,0,1,1,1,4,3,64,0,0,1,3.75,0,11,60000,3.75
2021,1,0,0,1,1,0,3,2,55,0,0,0,3.33,0,12,20000,3.33
2021,1,0,1,1,1,1,4,1,45,1,0,1,2.81,1,35,40000,2.81
2022,1,0,0,1,2,1,3,4,55,1,0,1,2.18,0,11,35000,2.08
2022,0,1,0,1,1,0,4,1,2,0,0,1,0.0,0,0,30000,0.0
2020,0,1,0,0,1,0,0,3,36,0,0,0,3.7,0,70,20000,3.75
2018,0,0,1,1,2,0,2,1,55,0,0,1,3.62,0,140,62488,3.0
2022,0,1,0,1,2,0,2,3,52,0,0,1,3.18,1,11,35000,3.18
2022,1,1,1,0,2,1,3,8,64,0,0,0,3.55,1,11,100000,3.59
2020,1,0,0,1,1,1,4,2,2,0,0,0,3.58,0,23,15000,3.75
2022,1,0,0,1,2,0,2,8,55,0,0,0,3.88,0,12,10000,3.88
2022,1,0,0,1,1,0,2,10,55,0,0,0,3.0,0,12,30000,3.0
2022,1,0,0,1,1,1,4,1,61,0,1,1,4.0,0,11,40000,4.0
2022,1,1,1,1,1,1,2,1,45,0,0,1,3.97,0,11,30000,3.97
2021,1,1,1,1,1,1,3,1,40,0,0,1,3.79,0,25,100000,3.69
2019,0,0,0,1,1,0,6,2,55,1,0,1,2.96,0,111,50000,2.89
2021,1,0,0,1,2,1,5,3,53,0,0,1,3.77,0,49,30000,3.86
2019,0,0,0,1,1,0,1,1,55,0,0,0,3.44,0,124,50000,3.48
2022,1,0,0,1,2,0,4,3,2,0,0,1,0.0,0,0,40000,0.0
2021,1,1,1,1,1,0,2,2,50,0,0,1,3.56,0,23,25000,3.66
2020,1,1,0,1,1,0,3,1,2,0,0,1,3.56,0,12,40000,3.56
2021,1,1,0,1,1,1,5,2,53,0,0,1,2.48,0,23,35000,2.74
2022,1,1,1,1,2,0,0,3,63,0,0,0,0.0,1,0,35000,0.0
2022,1,1,1,1,1,0,1,5,45,1,0,0,3.25,0,11,40000,3.2
2022,1,0,0,1,1,1,4,5,50,0,0,1,0.0,0,0,50000,0.0
2021,1,0,0,1,1,1,2,3,45,0,0,1,3.7,0,39,50000,3.4
2021,1,0,0,0,1,0,1,2,2,0,0,0,3.38,0,25,80000,3.58
2021,1,0,1,1,1,1,1,2,45,0,0,1,3.78,0,49,40000,3.9
2019,0,0,0,1,1,0,4,3,61,0,0,1,3.4,0,106,20000,3.5
2019,0,0,0,1,1,1,2,3,45,0,0,1,2.58,0,106,65000,2.93
2020,0,0,1,1,2,0,1,1,50,0,0,1,3.96,0,85,25000,3.7
2021,1,1,0,1,1,0,3,2,53,0,0,0,3.58,0,25,40000,3.76
2021,1,0,1,1,1,1,2,4,65,0,0,1,3.79,0,23,50000,3.91
2021,0,0,0,1,1,1,1,1,60,0,1,1,2.17,0,44,15000,3.06
2021,1,0,0,1,1,0,3,2,55,1,0,1,1.12,0,32,60000,1.88
2021,1,1,1,1,1,0,4,1,65,0,0,0,3.72,0,25,35000,3.67
2022,0,0,0,0,1,1,5,1,53,0,0,1,3.55,0,11,35000,3.55
2020,0,0,0,1,1,0,4,2,64,0,0,0,2.83,0,65,25000,2.82
2022,1,1,0,1,2,0,2,2,61,0,0,1,3.88,0,11,35000,3.88
2022,1,0,0,1,2,1,1,4,55,0,0,0,4.0,0,12,25000,4.0
2020,0,1,0,1,1,1,3,3,63,0,0,0,3.0,0,87,150000,3.66
2018,0,1,1,1,1,1,8,2,55,1,1,1,2.44,0,90,20000,2.44
2021,1,0,0,1,1,0,4,1,64,0,0,1,2.82,0,23,25000,3.0
2022,1,1,0,1,1,0,2,1,2,0,0,0,3.9,0,11,50000,3.9
2022,1,0,1,1,2,1,5,12,64,0,0,1,3.33,0,12,62488,3.33
2022,0,0,0,1,1,1,3,2,63,0,0,1,3.7,0,11,35000,3.7
2022,1,1,0,0,1,1,4,3,55,0,0,1,3.98,0,11,25000,3.98
2022,1,0,0,0,1,0,2,1,2,0,0,0,3.4,0,11,60000,3.8
2022,1,1,1,1,1,1,1,2,36,0,0,1,3.81,0,11,400000,3.81
2022,1,1,0,0,2,1,1,3,55,0,0,0,3.97,0,11,25000,3.97
2022,1,1,0,1,1,1,8,8,55,0,0,0,3.33,0,12,30000,3.33
2021,1,0,0,0,2,0,3,3,36,0,0,1,2.68,0,23,15000,2.89
2021,0,0,1,0,2,0,3,2,61,0,0,1,3.84,0,11,30000,3.84
2021,1,0,0,0,1,1,2,1,40,0,0,1,3.54,0,25,20000,3.69
2021,0,0,0,1,1,0,2,3,53,0,0,1,1.78,0,20,25000,3.15
2021,1,1,0,1,2,1,2,3,55,0,0,0,2.32,0,24,35000,2.8
2022,1,0,0,1,1,0,3,3,55,0,0,0,4.0,0,11,50000,4.0
2022,0,0,1,1,2,1,2,2,61,0,0,1,0.0,0,0,62488,0.0
2022,0,0,0,1,1,0,5,1,55,0,0,1,3.8,0,12,20000,3.8
2021,0,1,1,1,1,0,0,3,2,0,0,0,2.08,0,49,30000,2.91
2022,0,0,0,0,1,1,2,1,61,0,0,1,3.05,0,12,25000,3.05
2022,1,1,1,1,1,1,3,5,55,0,0,1,3.45,0,12,30000,3.45
2022,0,1,0,0,1,0,1,3,64,0,0,0,0.0,0,0,20000,0.0
2022,1,1,0,1,1,0,4,3,62,1,1,1,2.73,0,12,20000,2.73
2018,0,0,0,1,1,1,1,2,45,0,0,1,3.2,0,132,40000,3.29
2019,1,0,0,1,1,1,6,2,2,0,0,1,3.96,0,85,100000,3.94
2020,1,1,0,1,1,0,0,6,28,0,0,0,3.56,0,87,40000,3.69
2022,1,1,0,1,1,0,2,8,2,0,0,0,0.0,0,0,40000,0.0
2022,1,1,0,1,1,1,2,1,2,0,0,0,3.89,0,11,70000,3.89
2022,1,1,0,0,1,1,2,7,2,0,0,1,0.0,0,0,15000,0.0
2021,1,0,0,1,1,0,4,3,20,0,0,0,3.89,0,23,80000,3.36
2022,1,1,0,1,1,0,3,2,1,0,0,0,3.68,0,14,24000,3.68
2022,1,1,1,1,1,0,1,3,2,0,0,1,0.0,0,0,20000,0.0
2022,1,1,0,1,1,1,5,2,64,1,0,1,2.93,0,11,35000,2.93
2022,1,0,1,1,1,0,4,2,2,0,0,0,3.81,0,12,50000,3.81
2021,0,1,0,0,2,0,3,2,64,0,0,0,3.37,1,11,25000,3.37
2022,1,0,0,1,1,0,3,3,2,1,0,1,3.25,0,10,62488,3.25
2022,1,0,1,1,1,0,3,3,50,0,0,0,2.89,0,11,30000,2.89
2022,0,0,0,1,2,1,2,3,61,1,0,0,1.45,0,11,40000,1.45
2022,0,1,0,0,1,0,2,4,64,0,0,1,3.73,0,11,35000,3.73
2022,1,0,0,1,1,0,2,1,57,0,0,0,3.18,0,11,25000,3.18
2018,0,1,0,1,1,1,5,4,65,0,0,0,3.5,0,100,30000,3.7
2022,1,0,1,1,2,0,1,2,55,1,0,0,2.9,0,11,60000,2.9
2022,1,0,0,1,1,0,6,2,61,0,0,1,3.48,0,12,25000,3.48
2022,1,0,0,1,1,0,3,4,61,1,0,0,3.6,0,11,25000,3.6
2021,0,0,1,1,1,0,2,2,55,0,0,1,3.13,0,11,40000,3.17
2021,1,0,1,1,1,0,3,2,55,1,0,1,1.42,0,5,50000,1.42
2022,1,1,0,1,1,0,2,1,53,0,0,1,3.13,0,11,40000,3.13
2022,1,0,1,1,1,0,3,2,2,0,0,1,3.85,0,12,30000,3.85
2022,1,1,1,1,2,1,4,1,2,0,0,1,3.6,0,11,35000,3.6
2022,1,0,1,1,1,1,2,1,2,0,0,1,3.54,0,11,14000,3.54
2022,1,0,0,1,1,0,1,4,53,0,0,0,3.54,0,11,62488,3.55
2022,0,0,1,1,1,0,3,4,61,1,0,0,2.1,0,12,10000,2.1
2022,1,0,0,1,1,1,3,5,55,0,0,1,2.5,0,12,25000,2.5
2019,1,0,0,1,1,1,7,1,55,0,0,0,3.31,0,139,30000,3.76
2022,0,0,1,1,1,0,1,4,50,0,0,1,3.75,0,12,50000,3.75
2021,1,0,1,1,2,0,6,2,64,0,0,1,3.7,0,13,25000,3.7
2021,0,0,1,1,2,0,3,1,63,0,0,1,3.5,0,13,33000,3.5
2020,1,1,0,1,1,0,3,4,55,1,0,0,3.7,0,11,60000,3.7
2022,1,0,0,1,1,0,3,3,36,1,1,1,3.24,0,11,40000,3.24
2019,0,1,0,1,1,0,2,2,65,1,0,0,2.3,0,113,60000,2.8
2019,0,0,0,0,1,0,2,3,36,0,0,0,3.87,0,141,70000,3.6
2020,1,1,0,1,1,1,3,4,11,0,0,1,3.24,1,27,25000,3.5
2021,0,0,0,0,1,0,3,3,50,0,0,0,3.65,0,11,62488,3.65
2021,1,0,0,1,1,1,4,3,45,0,0,1,3.52,0,21,25000,3.5
2022,1,0,0,1,1,0,3,2,61,0,0,0,2.73,0,11,21000,2.73
2021,1,0,0,1,1,0,3,1,55,0,0,1,3.79,0,23,13000,3.88
2019,1,0,0,1,1,0,2,2,36,0,0,0,3.96,0,116,30000,3.91
2022,0,1,1,1,1,0,5,2,55,1,0,1,3.15,0,11,60000,3.15
2022,0,1,0,0,2,1,7,1,2,0,0,0,3.4,0,12,15000,3.4
2019,0,1,1,1,1,0,2,1,55,0,0,0,3.49,0,126,20000,3.39
2022,0,1,1,1,1,1,6,1,2,0,0,0,3.85,0,12,30000,3.85
2020,0,1,0,1,1,1,4,1,55,1,0,0,2.02,0,71,35000,2.4
2021,1,0,0,1,1,0,5,3,20,0,0,0,3.89,0,23,80000,3.38
2022,1,1,1,1,1,0,2,2,55,0,0,1,3.93,0,12,55000,3.93
2021,0,1,0,1,1,0,5,2,65,0,0,0,3.9,0,11,20000,3.9
2022,1,1,0,1,1,0,3,3,61,1,0,1,3.47,0,12,30000,3.47
2022,0,1,0,1,1,1,2,2,55,0,0,1,3.7,0,12,30000,3.7
2022,1,1,0,1,2,1,4,2,2,0,0,0,3.45,0,11,20000,3.45
2022,1,1,0,1,1,0,3,2,64,1,0,1,3.73,0,11,100000,3.73
2021,1,1,1,1,2,1,4,2,61,0,0,1,3.73,1,26,35000,3.68
2022,1,1,1,1,1,0,3,1,61,0,0,1,3.65,0,11,20000,3.65
2022,1,1,0,1,1,0,4,3,2,0,0,1,3.45,0,11,35000,3.45
2022,1,1,0,1,1,0,4,3,2,0,0,1,2.58,0,11,35000,2.58
2021,1,0,1,0,2,0,4,2,64,1,0,1,1.87,0,32,20000,3.5
2020,0,0,0,1,1,0,1,2,58,0,0,0,2.68,0,77,40000,3.15
2020,1,1,1,1,1,1,4,1,64,0,0,1,3.96,0,76,25000,3.99
2019,1,1,1,1,2,0,4,1,55,0,0,0,3.68,0,84,62488,3.73
2019,1,0,0,1,1,1,5,10,20,1,0,0,3.35,0,90,50000,2.3
2019,0,1,0,1,1,1,4,4,55,0,0,1,2.04,0,93,50000,2.86
2020,1,1,0,1,1,0,0,2,61,0,0,0,3.74,0,90,30000,3.67
2020,0,0,0,1,1,0,4,2,61,0,0,0,3.75,0,110,250000,3.75
2020,0,0,0,1,1,0,2,1,55,0,0,1,3.3,0,86,50000,3.26
2019,1,0,0,1,2,1,5,4,64,0,0,1,3.72,0,90,25000,3.45
2019,0,0,0,1,1,1,4,3,53,0,0,1,3.21,0,85,40000,3.42
2020,1,1,0,1,1,1,1,3,63,0,0,0,3.64,0,76,60000,3.65
2020,1,1,0,1,2,0,3,5,55,0,0,0,2.86,0,87,50000,3.42
2019,1,1,0,1,1,0,4,1,55,0,0,1,3.78,0,93,30000,3.88
2016,0,1,0,1,1,1,5,5,65,1,0,0,2.66,0,115,50000,2.76
2020,0,1,0,1,1,1,2,3,55,0,0,0,3.04,0,85,100000,2.87
2020,0,0,0,1,1,0,1,4,45,0,0,0,1.76,0,64,35000,2.55
2020,1,1,1,1,1,0,3,2,64,0,0,1,3.15,0,84,5000,3.71
2020,1,1,0,1,1,0,2,1,2,0,0,1,4.0,0,86,50000,3.62
2022,0,1,0,1,1,0,3,2,2,0,0,0,3.58,0,14,45000,3.58
2022,0,1,0,1,2,1,6,2,53,0,0,0,3.4,0,11,30000,3.4
2020,0,1,1,1,2,0,2,16,43,1,0,0,2.44,0,76,30000,2.77
2020,1,1,1,1,1,1,6,1,63,0,0,0,3.94,0,75,40000,3.91
2018,1,0,0,1,2,1,3,1,45,0,0,1,3.0,0,90,50000,2.85
2020,1,1,0,1,2,0,1,3,50,0,0,0,3.32,0,88,50000,3.27
2022,1,1,0,1,1,0,2,5,55,0,0,1,2.8,0,11,30000,2.8
2020,0,0,0,1,1,1,3,3,65,0,0,1,3.39,0,70,40000,3.33
2022,0,0,1,0,1,1,1,2,61,0,0,1,4.0,0,12,40000,4.0
2017,1,1,1,1,1,0,1,1,2,0,0,1,3.2,0,117,40000,3.44
2020,1,0,0,1,1,1,2,2,53,0,0,1,3.31,0,70,20000,2.9
2018,0,1,1,1,1,1,5,4,50,1,0,1,2.96,0,136,20000,3.06
2022,1,1,0,1,1,0,3,4,2,0,0,0,3.68,0,11,35000,3.68
2022,0,1,1,1,1,1,4,6,2,0,0,1,3.78,0,11,4000,3.78
2020,1,0,0,1,2,1,4,1,61,0,0,0,3.87,0,86,15000,3.68
2021,1,1,0,1,1,0,10,2,61,1,1,0,2.68,0,25,40000,2.47
2022,1,1,0,1,1,0,3,2,55,0,0,1,3.9,0,11,20000,3.9
2018,0,0,1,1,1,0,2,2,55,0,0,0,2.65,0,130,62488,2.97
2020,0,0,0,1,1,0,2,3,52,0,0,0,3.29,0,100,100000,3.65
2020,0,1,1,1,1,1,3,2,63,0,0,1,3.14,0,95,48400,3.62
2017,0,0,0,1,2,0,4,8,45,1,1,1,3.15,0,140,30000,3.39
2020,1,1,1,1,1,0,2,2,2,0,0,1,3.46,0,88,80000,3.55
2020,0,0,1,1,1,0,1,3,65,0,0,1,3.32,0,85,40000,3.17
2020,1,1,0,1,1,0,3,4,61,0,0,0,3.21,0,76,25000,3.36
2022,1,0,0,1,1,0,5,2,2,0,0,1,3.93,0,11,15000,3.93
2019,0,0,0,1,1,0,6,1,55,0,0,0,3.94,0,130,40000,3.76
